id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
4313	srinivas nidhra (2013)	"<table><tr><td>Authors:</td><td>srinivas nidhra; muralidhar yanamadala; wasif afzal; richard torkar</td></tr><tr><td>Title:</td><td>knowledge transfer challenges and mitigation strategies in global software development—a systematic literature review and industrial validation</td></tr><tr><td>Source:</td><td>international journal of information management, 33(2), 333-355</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1016/j.ijinfomgt.2012.11.004	0.8505	-0.0044	8	6	66	1.6406	2013	66	1.6406
4396	maicol bartolini (2019)	"<table><tr><td>Authors:</td><td>maicol bartolini; eleonora bottani; e h grosse</td></tr><tr><td>Title:</td><td>green warehousing: systematic literature review and bibliometric analysis</td></tr><tr><td>Source:</td><td>journal of cleaner production, 226, 242-258</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2019.04.055	-0.6385	0.0006	26	2	18	3.8277	2019	18	3.8277
4410	philip r brown (2015)	"<table><tr><td>Authors:</td><td>philip r brown; rachel mccord; holly m matusovich; rachel louis kajfez</td></tr><tr><td>Title:</td><td>the use of motivation theory in engineering education research: a systematic review of literature.</td></tr><tr><td>Source:</td><td>european journal of engineering education, 40(2), 186-205</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1080/03043797.2014.941339	0.5573	-0.0876	23	1	14	0.5283	2015	14	0.5283
4434	satwinder singh (2017)	"<table><tr><td>Authors:</td><td>satwinder singh; sharanpreet kaur</td></tr><tr><td>Title:</td><td>a systematic literature review: refactoring for disclosing code smells in object oriented software</td></tr><tr><td>Source:</td><td>ain shams engineering journal, 9(4), 2129-2151</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.asej.2017.03.002	0.6272	0.1896	15	3	22	1.4975	2017	22	1.4975
4460	jeffrey c carver (2013)	"<table><tr><td>Authors:</td><td>jeffrey c carver; edgar hassler; elis hernandes; nicholas a kraft</td></tr><tr><td>Title:</td><td>identifying barriers to the systematic literature review process</td></tr><tr><td>Source:</td><td>empirical software engineering and measurement, 203-212</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1109/esem.2013.28	0.7412	-0.3975	13	5	34	0.8451	2013	34	0.8451
4497	annelaure mention (2012)	"<table><tr><td>Authors:</td><td>annelaure mention</td></tr><tr><td>Title:</td><td>intellectual capital, innovation and performance: a systematic review of the literature</td></tr><tr><td>Source:</td><td>business and economic research, 2(1), 1-37</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.5296/ber.v2i1.1937	-0.5487	0.204	12	2	34	0.7455	2012	34	0.7455
4511	c h glock (2019)	"<table><tr><td>Authors:</td><td>c h glock; e h grosse; mohamad y jaber; timothy l smunt</td></tr><tr><td>Title:</td><td>applications of learning curves in production and operations management: a systematic literature review.</td></tr><tr><td>Source:</td><td>computers & industrial engineering, 131, 422-441</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.cie.2018.10.030	-0.8231	-0.2167	26	1	23	4.8909	2019	23	4.8909
4521	matin chiregi (2018)	"<table><tr><td>Authors:</td><td>matin chiregi; nima jafari navimipour</td></tr><tr><td>Title:</td><td>cloud computing and trust evaluation: a systematic literature review of the state-of-the-art mechanisms</td></tr><tr><td>Source:</td><td>journal of electrical systems and information technology, 5(3), 608-622</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jesit.2017.09.001	-0.4575	0.2702	12	5	20	2.2631	2018	20	2.2631
4581	yeganeh charband (2018)	"<table><tr><td>Authors:</td><td>yeganeh charband; nima jafari navimipour</td></tr><tr><td>Title:</td><td>knowledge sharing mechanisms in the education: a systematic review of the state of the art literature and recommendations for future research</td></tr><tr><td>Source:</td><td>kybernetes, 47(7), 1456-1490</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/k-06-2017-0227	-0.3616	0.3421	12	5	39	4.413	2018	39	4.413
4585	andrea calabro (2019)	"<table><tr><td>Authors:</td><td>andrea calabro; mariangela vecchiarini; johanna gast; giovanna campopiano; alfredo vittorio de massis; sascha kraus</td></tr><tr><td>Title:</td><td>innovation in family firms: a systematic literature review and guidance for future research</td></tr><tr><td>Source:</td><td>international journal of management reviews, 21(3), 317-355</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1111/ijmr.12192	-0.4404	-0.0029	10	4	54	11.483	2019	54	11.483
4626	nayomi kankanamge (2019)	"<table><tr><td>Authors:</td><td>nayomi kankanamge; tan yigitcanlar; ashantha goonetilleke; kamruzzaman</td></tr><tr><td>Title:</td><td>can volunteer crowdsourcing reduce disaster risk? a systematic review of the literature</td></tr><tr><td>Source:</td><td>international journal of disaster risk reduction, 35, 101097</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.ijdrr.2019.101097	-0.6307	-0.5781	19	2	24	5.1035	2019	24	5.1035
4638	ricardo britto (2014)	"<table><tr><td>Authors:</td><td>ricardo britto; vitor freitas; emilia mendes; muhammad usman</td></tr><tr><td>Title:</td><td>effort estimation in global software development: a systematic literature review</td></tr><tr><td>Source:</td><td>international conference on global software engineering, 135-144</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/icgse.2014.11	0.8481	-0.0829	8	6	18	0.6063	2014	18	0.6063
4658	maryam khanian najafabadi (2016)	"<table><tr><td>Authors:</td><td>maryam khanian najafabadi; mohd nazri mahrin</td></tr><tr><td>Title:</td><td>a systematic literature review on the state of research and practice of collaborative filtering technique and implicit feedback</td></tr><tr><td>Source:</td><td>artificial intelligence review, 45(2), 167-201</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1007/s10462-015-9443-9	0.4898	0.3772	33	3	22	1.2035	2016	22	1.2035
4693	bahareh alami milani (2017)	"<table><tr><td>Authors:</td><td>bahareh alami milani; nima jafari navimipour</td></tr><tr><td>Title:</td><td>a systematic literature review of the data replication techniques in the cloud environments</td></tr><tr><td>Source:</td><td>big data research, 10, 1-7</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.bdr.2017.06.003	-0.3183	0.3448	12	7	27	1.8379	2017	27	1.8379
4715	diego dermeval (2018)	"<table><tr><td>Authors:</td><td>diego dermeval; ranilson paiva; ig ibert bittencourt; julita vassileva; daniel borges</td></tr><tr><td>Title:</td><td>authoring tools for designing intelligent tutoring systems: a systematic review of the literature</td></tr><tr><td>Source:</td><td>international journal of artificial intelligence in education, 28(3), 336-384</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1007/s40593-017-0157-9	0.6529	-0.1301	17	4	17	1.9236	2018	17	1.9236
4761	shah nazir (2019a)	"<table><tr><td>Authors:</td><td>shah nazir; yasir ali; naeem ullah; ivan garciamagarino</td></tr><tr><td>Title:</td><td>internet of things for healthcare using effects of mobile computing: a systematic literature review</td></tr><tr><td>Source:</td><td>wireless communications and mobile computing, 2019, 1-20</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1155/2019/5931315	0.43	-0.4339	11	2	15	3.1897	2019	15	3.1897
4785	katherine batt (2004)	"<table><tr><td>Authors:</td><td>katherine batt; julia foxrushby; marianela castilloriquelme</td></tr><tr><td>Title:</td><td>the costs, effects and cost-effectiveness of strategies to increase coverage of routine immunizations in low- and middle-income countries: systematic review of the grey literature</td></tr><tr><td>Source:</td><td>bulletin of the world health organization, 82(9), 689-696</td></tr><tr><td>Year:</td><td>2004</td></tr></table>"	https://doi.org/10.1590/s0042-96862004000900011	-1.0247	0.4937	4	2	49	0.3206	2004	49	0.3206
4848	carla l pacheco (2018)	"<table><tr><td>Authors:</td><td>carla l pacheco; ivan garcia; miryam reyes</td></tr><tr><td>Title:</td><td>requirements elicitation techniques: a systematic literature review based on the maturity of the techniques</td></tr><tr><td>Source:</td><td>iet software, 12(4), 365-378</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1049/iet-sen.2017.0144	0.7033	-0.0512	7	3	16	1.8104	2018	16	1.8104
4851	sherif mostafa (2016)	"<table><tr><td>Authors:</td><td>sherif mostafa; nicholas chileshe; tariq abdelhamid</td></tr><tr><td>Title:</td><td>lean and agile integration within offsite construction using discrete event simulation : a systematic literature review</td></tr><tr><td>Source:</td><td>construction innovation: information, process, management, 16(4), 483-525</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1108/ci-09-2014-0043	-0.5441	0.0208	3	2	37	2.0241	2016	37	2.0241
4854	mario millan (2012a)	"<table><tr><td>Authors:</td><td>mario millan; charlotte leboeufyde; brian budgell; michelange amorim</td></tr><tr><td>Title:</td><td>the effect of spinal manipulative therapy on experimentally induced pain: a systematic literature review</td></tr><tr><td>Source:</td><td>chiropractic & manual therapies, 20(1), 26-26</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1186/2045-709x-20-26	-0.0312	-0.4467	9	2	46	1.0086	2012	46	1.0086
4860	tan yigitcanlar (2020)	"<table><tr><td>Authors:</td><td>tan yigitcanlar; kevin c desouza; luke butler; farnoosh roozkhosh</td></tr><tr><td>Title:</td><td>contributions and risks of artificial intelligence (ai) in building smarter cities: insights from a systematic review of the literature</td></tr><tr><td>Source:</td><td>energies, 13(6), 1473</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/en13061473	-0.6267	-0.5681	19	3	24	17.6108	2020	24	17.6108
4861	atika qazi (2017)	"<table><tr><td>Authors:</td><td>atika qazi; ram gopal raj; glenn hardaker; craig standing</td></tr><tr><td>Title:</td><td>a systematic literature review on opinion types and sentiment analysis techniques: tasks and challenges</td></tr><tr><td>Source:</td><td>internet research, 27(3), 608-630</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/intr-04-2016-0086	0.9616	-0.0609	27	4	19	1.2933	2017	19	1.2933
4885	pim p oprel (2010)	"<table><tr><td>Authors:</td><td>pim p oprel; wim e tuinebreijer; p patka; dennis den hartog</td></tr><tr><td>Title:</td><td>combined anterior-posterior surgery versus posterior surgery for thoracolumbar burst fractures: a systematic review of the literature</td></tr><tr><td>Source:</td><td>the open orthopaedics journal, 4(1), 93-100</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.2174/1874325001004010093	1.4325	0.5022	31	1	31	0.4455	2010	31	0.4455
4900	mohab aly (2019)	"<table><tr><td>Authors:</td><td>mohab aly; foutse khomh; mohammed haoues; alejandro quintero; soumaya yacout</td></tr><tr><td>Title:</td><td>enforcing security in internet of things frameworks: a systematic literature review</td></tr><tr><td>Source:</td><td>the internet of things, 6, 100050</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.iot.2019.100050	0.4797	-0.2521	30	2	20	4.253	2019	20	4.253
4902	sandra naomi morioka (2018)	"<table><tr><td>Authors:</td><td>sandra naomi morioka; ivan bolis; marly monteiro de carvalho</td></tr><tr><td>Title:</td><td>from an ideal dream towards reality analysis: proposing sustainable value exchange matrix (svem) from systematic literature review on sustainable business models and face validation</td></tr><tr><td>Source:</td><td>journal of cleaner production, 178, 76-88</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.jclepro.2017.12.078	-0.5593	-0.3234	21	2	22	2.4894	2018	22	2.4894
4946	ebun abarshi (2014)	"<table><tr><td>Authors:</td><td>ebun abarshi; evangelia evie papavasiliou; nancy preston; jayne brown; sheila payne; euro impact</td></tr><tr><td>Title:</td><td>the complexity of nurses' attitudes and practice of sedation at the end of life: a systematic literature review</td></tr><tr><td>Source:</td><td>journal of pain and symptom management, 47(5), 915-925</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.jpainsymman.2013.06.011	-0.5325	0.9614	5	2	24	0.8084	2014	24	0.8084
4977	jen jones (2018)	"<table><tr><td>Authors:</td><td>jen jones; ashlee cunsolo; sherilee l harper</td></tr><tr><td>Title:</td><td>who is research serving? a systematic realist review of circumpolar environment-related indigenous health literature.</td></tr><tr><td>Source:</td><td>plos one, 13(5)</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1371/journal.pone.0196090	-0.7692	0.4278	4	2	11	1.2447	2018	11	1.2447
5014	jehad al dallal (2018)	"<table><tr><td>Authors:</td><td>jehad al dallal; anas abdin</td></tr><tr><td>Title:</td><td>empirical evaluation of the impact of object-oriented code refactoring on quality attributes: a systematic literature review</td></tr><tr><td>Source:</td><td>ieee transactions on software engineering, 44(1), 44-69</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/tse.2017.2658573	0.6207	0.1576	15	4	24	2.7157	2018	24	2.7157
5085	davide calvaresi (2018b)	"<table><tr><td>Authors:</td><td>davide calvaresi; kevin appoggetti; luca lustrissimini; mauro marinoni; paolo sernani; aldo franco dragoni; michael schumacher</td></tr><tr><td>Title:</td><td>multi-agent systems' negotiation protocols for cyber-physical systems: results from a systematic literature review.</td></tr><tr><td>Source:</td><td>international conference on agents and artificial intelligence, 224-235</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.5220/0006594802240235	0.3991	-0.096	9	4	12	1.3578	2018	12	1.3578
5101	edgar hassler (2014)	"<table><tr><td>Authors:</td><td>edgar hassler; jeffrey c carver; nicholas a kraft; david p hale</td></tr><tr><td>Title:</td><td>outcomes of a community workshop to identify and rank barriers to the systematic literature review process</td></tr><tr><td>Source:</td><td>evaluation and assessment in software engineering, 31</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1145/2601248.2601274	0.7405	-0.2492	8	5	30	1.0105	2014	30	1.0105
5122	carina alves (2017)	"<table><tr><td>Authors:</td><td>carina alves; joyce aline oliveira; slinger jansen</td></tr><tr><td>Title:</td><td>software ecosystems governance - a systematic literature review and research agenda.</td></tr><tr><td>Source:</td><td>international conference on enterprise information systems, 215-226</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.5220/0006269402150226	0.2686	-0.3678	11	2	16	1.0891	2017	16	1.0891
5136	ana c baptista (2016)	"<table><tr><td>Authors:</td><td>ana c baptista; jose martins; ramiro goncalves; frederico branco; tania rocha</td></tr><tr><td>Title:</td><td>web accessibility challenges and perspectives: a systematic literature review</td></tr><tr><td>Source:</td><td>iberian conference on information systems and technologies, 1-6</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1109/cisti.2016.7521619	-0.2648	-0.0981	14	3	12	0.6565	2016	12	0.6565
5164	pietro evangelista (2018)	"<table><tr><td>Authors:</td><td>pietro evangelista; lodovico santoro; antonio thomas</td></tr><tr><td>Title:</td><td>environmental sustainability in third-party logistics service providers: a systematic literature review from 2000–2016</td></tr><tr><td>Source:</td><td>sustainability, 10(5), 1627</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.3390/su10051627	-0.7003	-0.1385	1	3	31	3.5077	2018	31	3.5077
