id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
1832	microcontroller	0.2589	-0.4711	2	116	155	15	2016.4	2.7333	0.4372
1833	microscope	0.3077	0.3034	3	168	255	19	2014.7368	7.4211	1.501
1834	microsoft	-0.668	-0.2095	1	85	121	12	2015.9167	12	1.1582
1835	microstructure	0.8486	-0.2623	2	118	155	14	2013	6.7857	0.9345
1836	middle income country	-0.212	0.7364	3	160	236	15	2019.6667	5.2667	2.3608
1837	military application	-0.3109	-0.4925	1	142	186	22	2014.9545	3.9091	0.6163
1838	min	0.8048	0.0509	2	513	984	59	2016.9322	7.5254	1.2473
1839	mind	-0.5872	-0.4577	1	867	2064	221	2008.9321	6.1855	0.8835
1840	mine	0.7785	-0.3883	2	238	403	32	2015.9688	9.4375	3.9947
1841	minimization	0.5724	-0.5154	2	310	487	53	2012.0377	14.3208	1.3045
1842	minimum	0.696	-0.3331	2	315	508	40	2011.95	5.825	0.9088
1843	minimum temperature	1.3619	-0.2514	2	141	236	10	2018.5	7.2	3.1775
1844	mining industry	1.09	-0.3516	2	83	117	14	2015.2143	6.5	1.5783
1845	ministry	-0.1628	0.192	3	255	382	28	2017.7143	3.8214	1.0533
1846	minute	0.0517	0.4812	3	495	858	52	2014.3846	8.6154	1.1627
1847	mirror	-0.7192	-0.4468	1	75	96	14	2015.8571	4.2857	0.4291
1848	misclassification	0.3011	0.3583	3	111	137	11	2012.3636	10.1818	0.6139
1849	misdiagnosis	-0.1469	1.0514	3	217	324	15	2019.2667	1.8	2.4852
1850	misuse	-0.7535	-0.2941	1	138	166	14	2014.5714	10.2857	1.414
1851	mit	-0.4691	-0.5251	1	130	168	20	2007	5.2	0.7092
1852	mit press	-0.5375	-0.7408	1	109	300	57	1995.0702	0.7193	0.0692
1853	mixture	0.7376	-0.1755	2	399	741	62	2013.3548	6.8065	1.5189
1854	ml algorithm	-0.0606	0.6244	3	378	584	44	2019.5909	5.4318	1.7404
1855	ml method	-0.1679	0.4146	3	192	260	19	2019.5263	6.1053	2.5662
1856	ml model	0.5252	0.4621	3	286	416	28	2019.8214	3.8214	2.4277
1857	mlp	1.1677	-0.129	2	582	1581	93	2017.2151	8.0215	1.6951
1858	mlp model	1.3496	-0.1203	2	240	416	19	2018.6842	13.4211	3.4925
1859	mlpnn	1.346	-0.196	2	125	182	10	2017.5	7	1.5521
1860	mlr	1.3777	-0.1973	2	352	860	40	2017.9	11.25	2.2178
1861	mlr model	1.532	-0.2379	2	191	393	18	2017.6111	14.3889	2.5137
1862	mobile	0.0114	-0.0668	1	136	154	13	2016.6154	5.6154	0.6692
1863	mobile computing	-0.2366	-0.1617	1	62	85	11	2015.9091	24.8182	5.0361
1864	mobile health	-0.5438	0.6039	3	98	120	12	2019	8.3333	1.581
1865	mobile network	-0.0567	-0.3002	1	115	156	21	2018.619	2.5714	1.1008
1866	mobile robot	0.0788	-0.5593	2	125	200	30	2011	6.0667	0.6351
1867	mobile robots	-0.1358	-0.6218	1	89	121	17	2007.4706	2.2941	0.2806
1868	modality	-0.2576	0.7841	3	676	1656	112	2019.0536	4.0982	1.0938
1869	model accuracy	0.674	0.4979	3	234	327	19	2019.1579	7.3158	2.1127
1870	model development	0.5859	0.3888	2	373	593	37	2018.1081	10.3514	2.208
1871	model input	1.3036	-0.2092	2	169	242	14	2015.7143	40.2143	4.4065
1872	model parameter	0.7578	-0.1191	2	211	289	22	2014.5909	17.4091	2.1116
1873	model performance	0.7379	0.4353	2	520	1034	54	2017.7778	19.6296	4.3972
1874	model prediction	0.8431	0.2732	2	220	310	18	2016.0556	11.7778	1.6003
1875	model training	0.3404	0.3597	3	201	263	19	2019.2105	7.5789	2.0706
1876	modeling	0.5169	-0.2992	2	1610	6093	587	2013.8399	11.5894	1.6295
1877	modeling approach	0.5533	-0.2884	2	245	358	32	2014.9688	12.3438	2.6044
1878	modeling decision	-0.8792	-0.1231	6	12	29	11	2012.1818	2.0909	0.2313
1879	modeling method	0.3837	-0.1998	2	154	201	21	2014.9524	2.8095	0.2796
1880	modeling process	0.5757	-0.2322	2	182	235	15	2015.8	10.6667	2.0917
1881	modern approach	-0.1925	-0.5436	1	128	173	30	2008.7667	14.1	1.3454
1882	modern artificial intelligence	-0.3601	-0.4704	1	83	103	15	2013.4	8	1.2438
1883	modern medicine	-0.473	0.7609	3	138	179	17	2018.6471	2.2353	0.4937
1884	modern science	-0.3626	-0.2743	1	67	80	11	2017.9091	0.7273	0.3096
1885	modern society	-0.4116	-0.1611	1	187	246	23	2017.913	33.3043	4.4829
1886	modern world	-0.0177	-0.4774	1	96	113	13	2017.8462	1.3077	0.1992
1887	modernization	-0.2412	-0.3405	1	144	178	24	2019	3.125	0.5819
1888	moisture content	1.1756	-0.4237	2	173	324	16	2016.9375	20.3125	3.1025
1889	molecular biology	-0.0743	0.131	4	109	151	22	2003.8636	4.9091	0.4774
1890	molecular mechanism	-0.0879	0.6364	3	117	157	12	2019	3.25	1.4318
1891	molecular structure	0.321	0.0136	4	79	113	16	1996.8125	15.0625	1.2606
1892	molecule	0.2483	0.1883	4	412	919	103	2009.4466	8.5728	1.4139
1893	monte carlo simulation	0.4849	-0.1759	2	134	194	21	2014.0952	9.1905	1.1818
1894	monte carlo tree search	-0.4463	-0.6466	1	38	55	10	2018.1	1	0.1236
1895	month	0.2947	0.4809	3	957	2544	158	2016.7658	10	2.2118
1896	mood	-0.5924	-0.3814	1	121	144	13	2016.3077	1.6154	0.9304
1897	morality	-0.7934	-0.5324	1	136	195	21	2016.5714	2.7619	0.6914
1898	morbidity	0.0041	1.08	3	428	902	54	2017.5185	7.6852	2.5241
1899	morgan kaufmann	-0.4247	-0.8195	1	20	33	10	1990.6	4.4	0.2779
1900	morphology	0.3007	0.5927	3	482	856	61	2016.3443	8.377	2.3406
1901	mortality	0.0966	1.0867	3	765	2310	132	2018.7727	5.5379	1.7883
1902	mortality rate	0.1522	0.7822	3	369	642	34	2019.0294	9.7059	2.501
1903	mother	0.1257	0.5222	3	160	203	12	2017	15.5	1.842
1904	motor	0.6422	-0.6013	2	357	771	84	2014.0952	4.1786	0.459
1905	mouse	-0.0564	0.3705	3	128	157	15	2016.2667	3.1333	0.9869
1906	movie	-0.649	-0.3721	1	160	212	25	2015.48	2.28	0.4376
1907	mpa	1.3978	-0.1637	2	147	216	13	2017.6923	14.7692	3.7697
1908	mppt	0.8555	-0.773	2	83	167	13	2016.5385	19.3077	2.6523
1909	mri	0.0448	1.012	3	498	1263	89	2018.5169	4.4157	1.4927
1910	mse	1.2772	-0.2048	2	397	911	49	2018.0408	7.6735	1.3619
1911	multi agent system	-0.1309	-0.5307	1	302	463	61	2013.377	13.1639	1.2416
1912	multi layer perceptron	1.1987	-0.1876	2	248	486	34	2015.9706	7.0882	1.2127
1913	multi layer perceptron neural network	1.3859	-0.193	2	169	237	10	2017.4	24.6	4.2026
1914	multiagent system	-0.0706	-0.4822	1	170	209	18	2008.5556	9.7778	0.5675
1915	multidisciplinary approach	-0.5954	0.1893	1	110	146	12	2018	6.1667	1.3883
1916	multidisciplinary team	-0.3563	0.924	3	137	208	10	2016.3	3.7	0.7219
1917	multilayer perceptron	1.1459	-0.0355	2	478	1126	66	2017.0909	9.5152	1.8938
1918	multiple linear regression	1.2197	-0.2716	2	336	704	36	2017	16.5278	2.472
1919	multiple regression	0.8616	-0.2562	2	92	121	12	2006.4167	5.1667	0.6281
1920	multivariate adaptive regression spline	1.6234	-0.1532	2	158	332	18	2017.6111	15.6667	3.1231
1921	multivariate analysis	0.228	0.8895	3	253	353	19	2018.3684	6.1053	1.672
1922	music	-0.5543	-0.4098	1	184	314	60	2010.7667	6.6667	0.7168
1923	mutation	-0.1109	0.6171	3	367	630	51	2017.3922	4.4706	0.7724
1924	myocardial infarction	0.1252	1.0712	3	188	288	24	2016.25	5.9583	1.1204
1925	myth	-0.7207	-0.3877	1	255	378	46	2008.3696	4.8261	0.9874
1926	naive bayes	0.4603	0.3084	2	356	599	32	2018.9375	18.1875	3.2584
1927	narrative	-0.6666	-0.2507	1	240	348	40	2014.625	6.4	0.8624
1928	narrative review	-0.31	0.7694	3	281	423	30	2019.7667	3.5333	1.2343
1929	narrow band imaging	-0.0326	1.4934	3	135	259	12	2019.8333	5.4167	3.518
1930	nasa	-0.2283	-0.3396	1	62	77	14	1992.0714	2.9286	0.2741
1931	nation	-0.3669	-0.2701	1	419	641	58	2015.9655	4.9655	0.969
1932	national institute	-0.1117	0.7906	3	246	353	20	2014.8	9.35	2.2762
1933	national security	-0.4421	-0.3911	1	124	161	21	2019.1905	1.2857	0.1967
1934	national strategy	-0.5795	-0.3324	1	86	108	13	2019.5385	0.7692	0.2971
1935	natural	-0.4215	-0.5055	1	155	221	34	2008.2353	249.8235	5.8906
1936	natural intelligence	-0.5457	-0.3875	1	310	468	56	2009.5536	4.5179	0.4369
1937	natural language understanding	-0.4243	-0.545	1	166	227	25	1993.88	10.48	1.2075
1938	natural resource	0.6761	-0.4044	2	190	270	23	2015.1304	12.4783	2.1732
1939	nearest neighbor	0.7833	0.1392	2	180	248	14	2013.8571	3.9286	0.5277
1940	necessary condition	-0.6126	-0.6695	1	64	75	10	2012	9.4	1.0106
1941	negative effect	-0.4068	-0.299	1	215	283	30	2018.4667	2.4667	0.3541
1942	negative predictive value	0.1126	1.3941	3	479	1331	56	2019.6964	12.0179	4.7839
1943	negotiation	-0.3904	-0.4838	1	131	169	27	2009.963	13.1481	1.532
1944	netherlands	-0.3766	-0.6014	1	101	134	19	2003.2105	14.0526	1.1264
1945	network architecture	0.302	-0.4072	2	214	283	30	2012.9333	9.3333	2.4438
1946	network management	-0.0263	-0.4738	1	159	240	32	2012.6875	5.75	0.9322
1947	network performance	0.3992	-0.4362	2	127	168	17	2019.3529	2.0588	0.7341
1948	network security	-0.1023	-0.447	1	85	115	15	2018.8	3.3333	0.4778
1949	networking	-0.0825	-0.424	1	255	406	55	2016.8727	7.8	1.5352
1950	neural network approach	0.573	-0.3214	2	165	217	21	2013.3333	7.0952	0.8525
1951	neural network architecture	0.563	0.2091	2	291	469	40	2014.825	5.65	1.0216
1952	neural network model	0.5886	-0.0206	2	660	1272	97	2015.0515	8.1546	1.0309
1953	neuro fuzzy system	0.6724	-0.5565	2	176	267	22	2009.9091	14.5	1.796
1954	neurodegenerative disease	0.0792	0.8826	3	184	261	17	2019.1765	7.5882	2.1362
1955	neurological disorder	-0.0181	0.6932	3	116	163	11	2017.5455	13.4545	1.9119
1956	neurology	-0.4503	0.4173	3	101	136	13	2014.6154	38.7692	5.3324
1957	neuron	0.4891	-0.3205	2	651	1414	124	2012.9032	5.4919	0.7744
1958	neuroradiology	-0.4993	0.7603	3	77	103	11	2017.5455	8.9091	1.4152
1959	neuroscience	-0.4127	-0.3465	1	437	779	92	2014.5326	12.8804	2.0198
1960	neuroscientist	-0.3936	-0.3904	1	72	91	14	2012.5	4.5714	0.4574
1961	neurosurgery	-0.5775	0.4041	3	140	215	21	2018.2381	5.5238	1.4419
1962	new architecture	-0.2668	-0.4267	1	50	61	10	2013.6	5.3	1.1548
1963	new area	-0.3321	-0.4547	1	94	113	15	2010.4	4.7333	1.062
1964	new case	0.1063	0.2397	3	116	151	12	2010.75	15	1.6287
1965	new drug	-0.3004	0.1642	1	223	325	25	2018	6.08	1.7977
1966	new era	-0.4816	-0.1214	1	456	739	78	2018.5513	4.2821	1.2149
1967	new form	-0.6636	-0.3018	1	235	326	33	2017.6364	2.0606	0.5156
1968	new framework	-0.368	-0.5529	1	106	129	15	2013.6667	4.6667	1.8772
1969	new frontier	-0.5579	-0.1709	1	139	185	20	2016.25	32.4	2.8771
1970	new information	-0.2285	-0.4483	1	95	122	16	2009.75	14.9375	1.7601
1971	new jersey	-0.2708	-0.6372	1	54	73	11	1996.0909	14.8182	0.8919
1972	new job	-0.7707	-0.4547	1	88	122	12	2016.6667	0.5	0.0794
1973	new kind	-0.4252	-0.6312	1	133	169	20	2015.75	4.4	0.5413
1974	new level	-0.6769	-0.2264	1	90	107	14	2015.3571	4.0714	0.7159
1975	new problem	-0.2779	-0.5407	1	93	119	16	2003.5625	3.5625	0.5664
1976	new requirement	-0.3505	-0.4124	1	74	92	11	2018.3636	1.7273	0.3061
1977	new rule	-0.5077	-0.2378	1	110	126	11	2015.3636	6.6364	1.3077
1978	new service	-0.2527	-0.3329	1	81	91	10	2017.1	12.7	2.4811
1979	new situation	-0.5703	-0.3608	1	77	93	12	2012.9167	4.0833	0.8268
1980	new skill	-0.7075	-0.2494	1	89	110	13	2018.1538	9.3846	1.3985
1981	new solution	-0.382	-0.3171	1	131	156	15	2016.8667	2.4667	1.2442
1982	new stage	-0.3551	-0.1404	1	86	100	10	2018.8	13.2	2.136
1983	new strategy	0.1151	0.2631	3	86	98	10	2014.7	2.6	0.3563
1984	new theory	-0.3135	-0.1234	1	65	74	10	2012	9.6	1.3743
1985	new trend	-0.0547	-0.4406	1	111	133	18	2013.4444	3.7222	0.3877
1986	new wave	-0.4189	0.3249	1	52	66	11	2019.4545	7.2727	1.6542
1987	new world	-0.7232	-0.3185	1	142	215	20	2013.15	22.7	1.7136
1988	new york	-0.5138	-0.6641	1	133	273	55	1993.7818	1.2182	0.1334
1989	newell	-0.557	-0.616	1	114	169	16	1993.625	5.625	0.5426
1990	news	-0.6253	-0.2643	1	264	368	46	2016.2826	3.8696	0.8114
1991	next	0.2892	-0.3582	2	276	395	35	2013.6	12.6286	3.0513
1992	next decade	-0.5112	0.1597	1	217	276	26	2011.9615	20	3.0664
1993	nigeria	0.0027	-0.1539	1	95	107	10	2017.8	1.3	0.1764
1994	nils j nilsson	-0.6071	-0.7707	1	30	45	11	1988.3636	58.3636	1.9691
1995	nitrogen	1.0085	-0.0948	2	228	359	22	2013.7727	12.2727	1.3831
1996	nmr	0.5318	0.0266	4	114	175	16	2001.625	9.1875	2.1927
1997	nns	0.5345	-0.1358	2	138	183	19	2009.3684	17	1.6126
1998	node	0.2319	-0.3969	2	563	1038	116	2012.9914	5.9397	0.9395
1999	nodule	-0.011	1.1371	3	335	706	39	2019.2564	3.9744	0.9586
2000	noise ratio	0.562	0.0512	2	153	219	21	2013.1429	2.1905	0.4342
2001	non expert	-0.4147	0.2667	1	79	96	11	2013.2727	7.1818	2.6434
2002	non linear	0.5513	-0.1571	2	206	301	24	2012.7917	8.5417	1.6237
2003	non linear relationship	1.1404	-0.2294	2	135	187	12	2012.3333	35.9167	4.086
2004	none	-0.0059	0.4541	3	671	1255	79	2015.0253	9.0127	1.8364
2005	nonlinear model	0.9963	-0.524	2	142	186	14	2013.7857	9.1429	1.456
2006	nonlinearity	0.8616	-0.4591	2	254	413	36	2013.4722	242.1667	7.3588
2007	norm	-0.5522	-0.2939	1	414	649	65	2015.6923	8.1846	1.2452
2008	north america	-0.1655	-0.1276	1	122	150	11	2016	2.7273	1.7061
2009	north holland	-0.4844	-0.7706	1	50	135	26	1987.6538	5.3077	0.3194
2010	nothing	-0.6748	-0.4759	1	224	312	32	2009	1.1562	0.2204
2011	notion	-0.5542	-0.536	1	650	1391	169	2009.2367	24.4556	1.8443
2012	novel artificial intelligence	0.3831	0.4645	3	307	472	36	2018.4167	7.8889	1.514
2013	novel coronavirus	-0.1977	0.6203	3	98	156	13	2020.1538	3.7692	2.8448
2014	novel system	0.174	1.0655	3	82	109	10	2016.9	5.2	2.3386
2015	novel technique	0.3086	-0.2359	2	212	338	25	2010.52	4.6	0.7177
2016	novel use	-0.1131	0.3328	3	80	100	10	2014	2.2	0.3541
2017	november	0.0388	0.321	3	346	533	40	2014.425	4.1	1.1124
2018	novice	-0.1481	0.082	1	84	106	13	2008.3077	3.8462	0.4087
2019	npc	-0.1924	-0.4518	1	53	71	10	2013.2	2.3	0.2565
2020	npv	0.0467	1.4222	3	240	427	16	2019.875	8.9375	2.0199
2021	nuance	-0.7847	-0.1686	1	128	154	13	2019	1.5385	0.4331
2022	nuclear medicine	-0.6046	0.5412	3	101	156	14	2019.5	3.9286	1.2356
2023	nuclear power plant	0.356	-0.3984	2	107	147	23	2000.1739	9.8261	1.0099
2024	null artificial intelligence	-0.3348	0.2708	3	918	2038	157	2016.1083	11.4904	2.4859
2025	null citation format	-0.2378	1.0962	3	209	404	13	2019.0769	0.8462	0.1195
2026	null conclusion	0.0431	1.0229	3	941	3292	155	2019.271	6.1419	2.4368
2027	null conclusion null	-0.0665	1.0283	3	345	595	30	2019.8	5.0333	1.6974
2028	null design	0.0373	1.2234	3	213	377	15	2017.2667	15.4667	4.4814
2029	null main outcome	-0.1317	1.1385	3	202	351	13	2019.5385	14.2308	5.4272
2030	null material	-0.0524	0.9142	3	319	497	26	2019.3846	6.3462	1.8261
2031	null method	-0.0056	0.9018	3	824	2357	119	2018.7143	5.6134	1.7976
2032	null methods null	-0.0913	0.8974	3	384	724	34	2019.4118	5.6176	2.1465
2033	null null null conclusion	0.1198	1.0706	3	644	1715	88	2019.1477	8.0795	3.077
2034	null null null conclusion null	0.0135	1.2061	3	301	546	27	2019.0741	4.963	3.1555
2035	null null null finding	0.1456	1.1589	3	207	291	12	2019.25	14.75	5.4682
2036	null null null material	-0.1059	1.0869	3	315	623	32	2019.8125	6.9688	2.8033
2037	null null null method	0.058	1.1223	3	735	2127	104	2019	9.7115	4.086
2038	null null null null	0.5382	0.0294	2	457	681	48	2016.9167	7.3333	1.4046
2039	null null null null conclusion	-0.5355	0.611	3	278	487	31	2019.2258	5.0645	1.3485
2040	null null null null method	-0.5685	0.483	3	214	358	24	2019.125	5.5	1.4625
2041	null null null null result	-0.5612	0.6425	3	236	418	28	2019.2143	5.6071	1.6455
2042	null null null result	0.0591	1.0921	3	779	2402	121	2019.3636	6.8264	3.3505
2043	null objective	0.0497	0.8805	3	398	688	31	2019.129	5.5161	1.6849
2044	null recent finding	-0.396	0.9103	3	171	265	20	2019.95	1.1	0.7513
2045	null result	0.0154	1.0268	3	1060	4375	210	2019.3048	6.0381	2.1075
2046	numerical method	0.6671	-0.2465	2	131	172	14	2006.7857	10.1429	1.0822
2047	numerical model	0.9052	-0.3425	2	123	167	16	2009.875	13.8125	0.9888
2048	numerical result	0.4507	-0.3651	2	138	190	22	2015.0455	20.1364	3.4263
2049	numerical simulation	0.5556	-0.4488	2	128	171	18	2015.6667	5	0.9755
2050	nurse	-0.5833	0.337	3	235	424	36	2017.8611	4.2778	1.0503
2051	nursing	-0.5136	0.2792	3	191	329	26	2017.8846	3.4231	0.7838
2052	obesity	0.019	0.7397	3	140	195	15	2017.8	4	0.7083
2053	objection	-0.7137	-0.5133	1	119	188	21	2009.8571	6	0.7836
2054	objective function	0.5715	-0.4612	2	277	452	44	2014.6136	5.8409	0.8435
2055	objectivity	-0.1625	0.342	3	199	316	22	2018.3636	1.8636	0.4592
2056	obligation	-0.8577	-0.3756	1	232	409	31	2018.2903	2.8387	0.8434
2057	observational study	-0.1264	0.8323	3	287	465	27	2018.8519	3.963	0.7291
2058	observer	-0.0741	0.4065	3	335	536	42	2013.9762	15.3571	4.2301
2059	obstacle avoidance	0.3955	-0.6488	2	50	71	10	2012.2	12.1	2.412
2060	occupation	-0.6896	-0.2662	1	193	266	30	2016.7667	2.6	0.6252
2061	ocean	0.2987	-0.3975	2	114	150	18	2015.7778	5.7222	0.9481
2062	oct	-0.0789	1.222	3	251	581	32	2019.5938	4.9375	1.651
2063	october	-0.0059	0.2494	3	551	1003	70	2013.1	6.0286	1.442
2064	offline	0.2138	0.2407	3	142	218	19	2016.6842	5.6316	1.0814
2065	oil	0.733	-0.3806	2	479	1060	99	2016.1414	10.6768	1.3939
2066	older adult	-0.3269	0.3144	3	125	160	16	2019.125	2.4375	0.9363
2067	older person	-0.3255	0.1464	1	92	111	11	2019.3636	0.6364	0.2639
2068	oncologist	-0.4864	0.9184	3	194	294	19	2019.2105	5.8947	1.1561
2069	oncology	-0.3732	0.8601	3	474	1142	92	2018.7391	10.3587	2.3077
2070	online platform	-0.7194	-0.0578	1	69	82	11	2019.9091	0.7273	0.5011
2071	online survey	-0.6723	0.5545	3	135	210	18	2019.6111	4.7222	2.2091
2072	onset	0.1262	0.5002	3	343	511	34	2017.3235	8.7353	1.983
2073	opacity	-0.4443	0.4132	3	205	310	23	2019.5217	3.2609	1.3069
2074	open issue	-0.176	-0.3367	1	130	170	17	2016.2941	3.5294	0.7567
2075	open problem	-0.4832	-0.4633	1	84	107	12	2011.5833	238.6667	11.5863
2076	openness	-0.5229	-0.1522	1	125	157	15	2017.6667	0.8667	0.1989
2077	operating condition	0.9535	-0.5999	2	286	535	42	2014.0238	17.5476	2.6502
2078	operating parameter	1.2277	-0.6005	2	106	173	13	2011.9231	6.2308	0.9332
2079	operating room	-0.5473	0.4813	3	120	169	14	2015.8571	1.0714	0.6536
2080	operational research	0.0035	-0.6814	1	45	62	13	1998	42.0769	3.2923
2081	operations research	-0.1687	-0.5738	1	120	182	29	1996.7931	119.2069	7.5115
2082	ophthalmologist	-0.2575	1.1277	3	350	868	49	2019.0816	10.2449	2.0286
2083	ophthalmology	-0.4578	0.8978	3	421	1084	93	2019.3548	5.914	1.7159
2084	opponent	-0.5212	-0.3911	1	139	233	27	2010.8889	5.5185	0.7103
2085	opposition	-0.6666	-0.5673	1	152	201	19	2011.6842	1.9474	0.3006
2086	optical biopsy	-0.3885	1.3811	3	69	120	13	2017.7692	12.5385	2.0989
2087	optical coherence tomography	-0.1471	1.2983	3	275	721	42	2019.4524	7.9762	2.0996
2088	optimal design	0.4858	-0.5516	2	138	212	27	2011.7778	6.8519	1.2538
2089	optimal model	0.772	0.0804	2	154	183	12	2018.0833	7.4167	4.3244
2090	optimal parameter	1.0093	-0.5512	2	119	161	14	2015.7143	5.3571	0.6686
2091	optimal path	0.3775	-0.6508	2	52	64	10	2008.3	6.2	0.4325
2092	optimal solution	0.3807	-0.4249	2	353	570	60	2014.8167	10.7	1.5363
2093	optimal value	0.8972	-0.6189	2	165	229	17	2014.2353	13.1765	1.2171
2094	optimization algorithm	0.7892	-0.4019	2	611	1247	101	2016.6931	8.9505	1.9697
2095	optimization method	0.7955	-0.4684	2	319	525	48	2013.9583	6.9792	1.3897
2096	optimization model	0.7511	-0.3729	2	130	181	17	2015.4118	8.1765	1.3037
2097	optimization problem	0.462	-0.4897	2	373	697	80	2011.5	27.05	2.1429
2098	optimization process	0.8646	-0.4196	2	226	355	31	2011.4194	7.6774	1.119
2099	optimization result	0.766	-0.4683	2	118	158	12	2014.4167	6.8333	0.597
2100	optimization technique	0.6311	-0.5039	2	409	707	61	2014.4098	9.4262	1.1338
2101	optimum	0.566	-0.497	2	183	256	27	2012.5556	15.8889	2.0184
2102	optimum condition	1.397	-0.338	2	100	176	11	2016.2727	3.6364	0.6443
2103	optimum solution	0.6262	-0.4963	2	90	113	13	2006.7692	10.9231	0.9748
2104	oral cancer	0.0966	1.2943	3	109	159	10	2015	7.8	1.7949
2105	originality	-0.7086	-0.358	1	151	205	23	2017.2174	1.1739	0.3489
2106	originality value	-0.5704	-0.4099	1	124	171	21	2017.4286	4.0476	0.8987
2107	orthodontic	-0.2681	0.3211	3	100	133	10	2018.6	2.7	1.6542
2108	osteoporosis	0.4168	0.7668	3	137	193	10	2019.2	5.4	1.4974
2109	outbreak	0.0553	0.427	3	446	1004	73	2019.0822	6.2603	3.7558
2110	outcome prediction	-0.0788	0.9825	3	354	651	40	2018.45	19.775	3.4533
2111	output	0.4909	-0.2151	2	1510	5005	394	2015.1218	8.5838	1.4634
2112	output data	1.0029	-0.1647	2	163	232	17	2016	4.8235	2.098
2113	output layer	1.0286	0.1282	2	124	188	13	2016.5385	1.9231	0.641
2114	output parameter	1.3421	-0.338	2	252	502	29	2017	10.6897	2.2433
2115	output variable	1.0289	-0.1668	2	208	308	19	2015.5789	7.1579	1.4002
2116	overall accuracy	0.4196	0.9262	3	417	801	41	2019.2927	9.1463	2.9883
2117	overall performance	0.3072	0.287	2	180	244	19	2018	2.9474	0.8389
2118	overall sensitivity	0.1123	1.4535	3	132	192	10	2014.8	29.3	5.3691
2119	overall survival	0.4739	1.0769	3	192	375	15	2018.4667	2.5333	0.5007
2120	oversight	-0.7614	0.1963	1	226	327	24	2019.375	4.125	2.2435
2121	owner	-0.3474	-0.3678	1	262	387	39	2016.7436	5.4615	1.0558
2122	ownership	-0.7683	-0.1209	1	188	263	25	2018.88	5.92	1.7941
2123	oxford	-0.5114	-0.5321	1	107	147	19	2001.2632	8.5789	1.605
2124	oxford university press	-0.646	-0.6527	1	40	57	12	2004.25	1	0.5793
2125	oxygen	1.2603	-0.2724	2	250	478	31	2013.7419	16.4516	2.0939
2126	p value	0.3459	0.8521	3	186	266	15	2018.7333	6	1.3305
2127	p0001	0.3209	0.7598	3	140	186	10	2018.1	8.9	1.151
2128	packet	0.2387	-0.4218	2	143	203	24	2012.8333	1.2083	0.2874
2129	page	-0.4147	-0.6522	1	305	570	104	1996.6827	8.3173	0.5184
2130	pain	0.0429	0.6126	3	399	657	51	2016.2549	3	0.5179
2131	pancreatic cancer	0.0427	1.4787	3	100	147	15	2018.6	5.4	2.6274
2132	pandemic	-0.3823	0.42	3	652	1698	129	2020.0543	5.2171	4.3214
2133	paper analysis	-0.1796	-0.4931	1	74	87	13	2017.9231	3.3077	0.3604
2134	paper analyze	-0.2701	-0.4299	1	241	349	46	2017.6087	0.8261	0.2291
2135	paper briefly	-0.0494	-0.3983	1	86	104	17	2009.4706	9.1176	1.3861
2136	paper highlight	-0.4219	-0.0461	1	111	142	13	2017	5.2308	1.2912
2137	paper present	0.3051	-0.4602	2	68	80	13	2014.0769	4.2308	0.5526
2138	paper study	-0.1823	-0.3648	1	56	71	13	2014.7692	7.2308	0.465
2139	paperback	-0.6162	-0.8154	1	36	78	17	1995.0588	0.1765	0.0593
2140	paradox	-0.7784	-0.311	1	112	152	19	2011.6316	7.6842	2.2329
